id,modelo,fabricante,quantidade,capacidade_kn,altura_min_m,altura_max_m,peso_unitario_kg,peso_total_kg,preco_unitario_brl,preco_total_brl
ESC-TEL-001,Escora Leve 2.0-3.4m,Genérico,128,15.0,2.0,3.4,8.5,1088.0,45.0,5760.0
